OID_,FieldName,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN,STD
116,19_M,8,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.834409405595574,0.095295964993331
117,19_N,9,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.580749064442045,0.074085551951736
118,19_O,10,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.471964533433445,0.227194063597791
119,19_P,11,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,12.288739082127165,0.046225099103755
120,19_T,12,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.227884388897941,0.042847815681234
121,19_V,13,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.357496127624238,0.026538725684063
122,19_W,14,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.390888895271280,0.037479533879400
123,19_X_A,15,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,10.997568096351893,0.101790464417627
124,19_X_B,16,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,10.748021309960986,0.103911859681472
125,19_Y,17,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.897418649993499,0.108118674385021
126,19_Z,18,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.562690753970749,0.083411185220709
127,19_A,1,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,12.363197854522307,0.090879569300436
128,19_AA,2,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,9.487408872159076,0.076550776544646
129,19_BB,3,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,9.648873299627313,0.024498494626311
130,19_E,4,3.000000000000000,3000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,13.333813203372680,0.084167634670687
131,19_F,5,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,12.027964330016754,0.047523318995317
132,19_J,6,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,10.679069426625036,0.083782243833541
133,19_K,7,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,12.875963499116780,0.029399348137932
134,19_M,8,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,10.375979576839248,0.104248916983503
135,19_N,9,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,10.058159538430793,0.082328350554381
136,19_O,10,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,9.792899382455829,0.198356389410706
137,19_P,11,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,11.907049251572872,0.045519783851524
138,19_T,12,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,9.134813609166473,0.049458149340441
139,19_V,13,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,9.236144382088632,0.035619206183462
140,19_W,14,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,11.079791947826536,0.030872467722583
141,19_X_A,15,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,10.556943711635910,0.084039593079805
142,19_X_B,16,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,10.139956548635404,0.081805133974446
143,19_Y,17,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,10.231161358119177,0.102696040652426
144,19_Z,18,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,10.617597663019307,0.085547359323381
